municipio_6,ano,populacao,nome_municipio,qtd_internacoes_uti,qtd_internacoes_icsap_uti,soma_val_tot,soma_dias_perm,qtd_estabelecimentos_media,qtd_leitos_existentes_media,qtd_leitos_sus_media,siops_dotacao_atualizada,siops_despesa_empenhada,siops_despesa_liquidada,siops_despesa_paga
352044,2024,26240,Ilha Solteira - SP,274,96,1666627.51,2472,131.91666666666666,112.75,82.75,39033530.0,36032762.58,35898873.4,34071657.72
352050,2024,267796,Indaiatuba - SP,1940,419,12548030.43,22222,398.0833333333333,531.0,310.9166666666667,356758907.17,318092572.07,309567532.26,303537772.84
352060,2024,5191,Indiana - SP,14,3,156840.4,168,9.0,,,7040811.68,6864163.49,6848563.49,6216727.08
352070,2024,4109,Indiaporã - SP,62,6,717668.33,728,7.0,36.0,4.0,8148906.64,7977323.22,7938281.22,7895892.17
352080,2024,3671,Inúbia Paulista - SP,44,8,302112.6,524,2.0,,,4680383.7,4301938.44,4277303.18,4196346.18
352090,2024,13933,Ipaussu - SP,128,27,1098279.02,1392,20.75,49.0,28.0,11907647.51,11624265.12,11620505.62,11198770.97
352100,2024,37999,Iperó - SP,127,20,1103172.01,1827,31.583333333333332,15.0,15.0,35043376.21,34442032.87,33545008.64,32161257.01
352110,2024,6999,Ipeúna - SP,33,8,264107.95,367,8.363636363636363,1.0,0.0,15051344.5,14496195.88,14221102.14,13950250.3
352115,2024,7037,Ipiguá - SP,103,24,1002894.62,873,3.0,,,9581134.37,9343199.52,9343199.52,9343199.52
352120,2024,4091,Iporanga - SP,19,6,102011.09,196,5.0,,,10532000.0,9659103.45,8832930.26,8658975.06
352130,2024,14691,Ipuã - SP,83,19,727312.4,779,63.916666666666664,50.333333333333336,42.666666666666664,20093800.0,19776351.73,19263312.7,18535622.04
352140,2024,22435,Iracemápolis - SP,110,20,1010833.3099999999,1172,30.25,3.0,3.0,47752080.25,21259879.07,21136523.5,18999667.24
352150,2024,6946,Irapuã - SP,48,7,332236.94,386,11.0,,,9752986.8,9808958.3,9762635.92,9650692.04
352160,2024,7145,Irapuru - SP,75,20,453618.6,765,9.0,,,6108585.0,4919408.93,4895253.03,4735522.92
352170,2024,18258,Itaberá - SP,81,15,586344.5,1005,26.0,19.0,19.0,31859841.92,29443711.65,28727605.05,28692222.02
352180,2024,25930,Itaí - SP,128,16,1555085.16,1673,26.083333333333332,35.5,34.666666666666664,40816603.0,39532579.93,38470614.49,38238176.18
352190,2024,17420,Itajobi - SP,100,18,884585.82,835,33.916666666666664,50.0,35.0,23983908.35,23702343.1,23709348.45,23619322.77
352200,2024,3702,Itaju - SP,22,4,136225.61,191,2.0,,,7628919.54,6986160.79,6986160.79,6986160.79
352210,2024,117435,Itanhaém - SP,1087,218,6602042.41,12311,102.25,183.33333333333334,180.66666666666666,104364376.89,104140521.7,103906602.64,85698223.04
352215,2024,3490,Itaoca - SP,11,3,94424.89,139,4.0,,,5210650.18,5209433.57,5080162.93,5080162.93
352220,2024,163928,Itapecerica da Serra - SP,967,133,8446875.2,13978,95.08333333333333,693.0,245.0,93560414.71,93306621.07,90853531.31,89210877.96
352230,2024,163774,Itapetininga - SP,869,152,6357050.76,12384,473.9166666666667,243.0,192.0,168498227.75,164554525.37,160400090.63,157715153.52
352240,2024,92324,Itapeva - SP,663,134,4371456.32,6778,349.4166666666667,182.0,134.0,84711210.83,84150684.46,82778123.08,82076470.43
352250,2024,241924,Itapevi - SP,1254,158,12252989.22,21401,133.58333333333334,455.8333333333333,260.0,192575482.32,192563471.45,189695006.91,185970699.28
352260,2024,73919,Itapira - SP,532,107,5059939.77,6854,172.41666666666666,922.4166666666666,547.0833333333334,72709070.0,69092426.36,68307292.68,66697057.78
352265,2024,4405,Itapirapuã Paulista - SP,17,2,131990.6,187,7.0,,,6567704.82,6522624.53,6510185.58,6408736.93
352270,2024,40464,Itápolis - SP,552,147,3145043.46,3820,110.25,90.0,64.0,48794261.9,45164603.75,43048478.3,42538483.35
352280,2024,14260,Itaporanga - SP,78,12,946938.5,986,22.333333333333332,42.0,30.0,21693124.92,17907908.06,17625154.07,17360643.93
352290,2024,13984,Itapuí - SP,130,21,1062891.19,1454,16.0,35.0,35.0,19308612.88,19186533.52,19186533.52,19003871.78
352300,2024,4014,Itapura - SP,44,14,256409.86000000002,339,5.333333333333333,,,6592454.34,6403230.08,6197461.29,5916745.69
352310,2024,382521,Itaquaquecetuba - SP,1510,213,13141358.17,20759,117.66666666666667,303.3333333333333,297.3333333333333,175406145.0,166855759.82,166855759.82,157459503.14
352320,2024,45327,Itararé - SP,184,22,1485487.82,2059,90.75,80.0,53.0,40260218.86,37563144.46,37203119.68,36787926.24
352330,2024,15762,Itariri - SP,102,20,501524.91000000003,958,12.5,,,17340244.49,17316418.78,17191912.96,16747792.56
352340,2024,126403,Itatiba - SP,710,143,3704480.92,5709,241.66666666666666,148.0,75.0,114305985.33,113426379.81,109022729.31,103801690.41
352350,2024,19427,Itatinga - SP,107,16,1244081.52,1298,23.916666666666668,14.0,7.0,18856270.0,17593650.68,17124726.13,16801537.63
352360,2024,16433,Itirapina - SP,90,12,635146.36,882,30.916666666666668,12.166666666666666,12.166666666666666,32241892.0,26299203.75,26114917.18,26110382.15
352370,2024,5861,Itirapuã - SP,22,3,199335.0,196,6.909090909090909,,,4365884.38,4234921.61,4211108.86,4170660.66
352380,2024,8210,Itobi - SP,52,7,326262.94,348,7.25,,,8137153.87,7626899.16,7205824.49,7126384.17
352390,2024,174561,Itu - SP,1157,228,7152115.2,10618,403.3333333333333,556.0,395.0,232423605.95,227023946.36,225649929.93,214445547.86
352400,2024,74119,Itupeva - SP,327,42,2027417.49,3231,81.41666666666667,88.0,50.0,136276147.81,130576301.48,126815110.05,112359356.41
352410,2024,38451,Ituverava - SP,365,84,2395913.04,3264,238.25,133.33333333333334,68.0,24516619.87,24325077.47,23978233.99,22358524.24
352420,2024,6293,Jaborandi - SP,85,22,667053.63,696,13.416666666666666,17.0,17.0,8549000.0,8168069.54,8124131.28,7969094.81
352430,2024,73467,Jaboticabal - SP,484,95,4305541.9799999995,5614,246.5,288.0,49.0,97204286.99,94301861.13,92800727.4,84946618.27
352440,2024,249968,Jacareí - SP,1934,332,13576788.97,19430,547.4166666666666,441.25,215.0,234708654.0,232097607.87,218030861.5,214602793.83
352450,2024,7878,Jaci - SP,119,33,1080965.61,914,7.416666666666667,216.0,168.0,6856005.0,6847048.89,6847048.89,6847048.89
352460,2024,16254,Jacupiranga - SP,127,33,729827.61,1287,24.0,,,20984922.82,20745174.2,19959152.15,19155575.03
352470,2024,61801,Jaguariúna - SP,620,140,4258782.72,6973,133.25,121.25,99.0,163003820.09,149045444.02,148672584.11,147882923.52
352480,2024,50017,Jales - SP,480,56,3779804.14,4103,236.91666666666666,178.0,126.0,32056142.96,32493930.3,32486790.7,31755858.4
352490,2024,6575,Jambeiro - SP,35,4,381416.66000000003,500,8.333333333333334,,,8530919.13,7877804.7,7672066.15,7110089.9
352500,2024,121988,Jandira - SP,458,74,4226437.36,6287,75.83333333333333,15.0,0.0,114764495.02,98746809.68,90484345.36,89002458.52
352510,2024,46868,Jardinópolis - SP,323,57,3058372.43,3361,76.83333333333333,,,57562785.85,51244564.86,47589562.69,44881866.96
352520,2024,39531,Jarinu - SP,229,43,1564585.77,2265,32.666666666666664,30.0,18.0,45542095.97,45215734.99,45060960.9,44349829.59
352530,2024,137323,Jaú - SP,1396,350,9977286.76,15640,511.4166666666667,985.0,638.0,126241042.81,119607330.2,116660583.57,109688761.83
352540,2024,3976,Jeriquara - SP,24,2,251735.65,308,3.0,,,6202550.0,6182242.58,6182242.58,6182242.58
352550,2024,13095,Joanópolis - SP,67,7,613583.34,678,23.583333333333332,11.5,11.5,15456366.8,13858191.57,13849980.55,13778324.95
352560,2024,4456,João Ramalho - SP,26,10,149651.46,233,6.0,,,6224564.81,6742761.66,6500387.71,6426242.37
352570,2024,37859,José Bonifácio - SP,474,139,4266109.07,3846,84.08333333333333,80.33333333333333,38.5,37087140.95,35060951.31,35060951.31,33499355.74
352580,2024,4308,Júlio Mesquita - SP,53,8,405428.36,549,4.0,,,6173101.0,5848175.69,5818028.13,5344699.8
352585,2024,3123,Jumirim - SP,10,0,138707.6,230,5.0,,,6286300.0,5473908.92,5432634.06,5416041.27
352590,2024,460313,Jundiaí - SP,3195,550,20354846.25,30926,2054.0833333333335,1256.4166666666667,580.25,802879501.74,726952171.55,703640593.44,698945232.72
352600,2024,20878,Junqueirópolis - SP,190,45,1206780.51,1805,37.333333333333336,46.0,25.0,23275055.21,23088828.1,23084740.47,23084740.47
352610,2024,17255,Juquiá - SP,153,28,890529.09,1650,16.0,,,11054600.34,10515855.81,10515855.81,10376962.31
352620,2024,28007,Juquitiba - SP,210,37,1712125.4,3005,19.25,1.0,1.0,24569991.21,24223919.46,23958272.89,22488206.85
352630,2024,5182,Lagoinha - SP,31,3,236160.38,324,9.0,,,8345500.0,6500343.69,6135242.91,5959501.77
352640,2024,27009,Laranjal Paulista - SP,134,17,1650392.06,1802,99.66666666666667,48.0,30.0,29546664.49,29546583.44,29443925.59,28744004.16
352650,2024,9909,Lavínia - SP,56,17,363738.26,559,9.0,,,9234335.79,8651806.9,8636688.7,8408622.42
352660,2024,7328,Lavrinhas - SP,89,22,716574.62,1081,9.333333333333334,,,8655645.0,8613067.99,8495595.09,7634994.05
352670,2024,101316,Leme - SP,642,123,4689694.8,6294,242.0,145.0,85.0,104923763.46,101869754.64,101258245.02,99319654.3
352680,2024,68395,Lençóis Paulista - SP,615,137,4346651.15,7199,311.3333333333333,181.0,49.25,65999474.63,65980022.44,65528830.33,65123720.62
352690,2024,300728,Limeira - SP,1812,293,18429755.82,20152,1113.3333333333333,529.3333333333334,239.0,219645844.96,196062412.87,192788664.4,182901278.58
352700,2024,7147,Lindóia - SP,26,3,238530.15,408,20.7,,,11541737.97,9665892.83,9662111.63,9536111.35
352710,2024,76729,Lins - SP,529,106,3648136.9,5568,601.6666666666666,389.75,295.25,63037408.94,60633968.61,56610858.39,56395759.67
352720,2024,87370,Lorena - SP,1089,288,6576013.53,10571,347.3333333333333,233.0,128.0,96176217.13,91399280.94,91241351.7,90352881.11
352725,2024,1968,Lourdes - SP,18,3,162717.86,205,4.0,,,353739.09,4735377.78,4588471.61,4484426.26
352730,2024,54111,Louveira - SP,204,26,1598740.51,2213,51.75,46.0,34.0,137420607.79,127578098.34,127578098.34,118603660.32
352740,2024,20372,Lucélia - SP,112,18,860131.04,1104,42.25,36.0,30.0,19206371.33,18325103.94,17754283.8,16556373.96
352750,2024,2419,Lucianópolis - SP,19,1,114855.56,181,3.0,,,6035841.06,5673025.07,5665667.22,5613044.74
352760,2024,12531,Luís Antônio - SP,71,12,528069.17,725,26.636363636363637,,,33067114.46,33005619.6,32497131.35,27562765.71
352770,2024,4751,Luiziânia - SP,44,14,192855.66,358,7.416666666666667,,,6961557.23,5826948.6,5669968.27,5329397.78
352780,2024,4017,Lupércio - SP,33,7,301296.08,345,4.0,,,5667024.0,5139520.08,5119445.54,5012283.98
352790,2024,2699,Lutécia - SP,50,16,347260.99,472,3.75,,,7977407.91,6866485.41,6798502.57,6739034.14
352800,2024,17120,Macatuba - SP,131,30,910984.9,1518,41.666666666666664,31.0,18.0,25299159.14,23875851.15,23303395.23,23232764.88
352810,2024,7587,Macaubal - SP,81,9,611266.85,594,10.833333333333334,15.0,10.0,7473366.16,7323048.58,7319147.38,7126335.2
352820,2024,4048,Macedônia - SP,48,4,317846.5,364,4.0,,,7109363.15,6945910.71,6916592.57,6274033.44
352830,2024,3212,Magda - SP,25,8,149814.4,181,4.0,,,8180535.0,6057996.68,6055540.18,5884575.65
352840,2024,51660,Mairinque - SP,238,32,1725671.05,2786,71.91666666666667,,,29610525.0,29554634.83,29036337.82,28567078.91
352850,2024,97399,Mairiporã - SP,315,47,2400575.3,4336,57.75,46.0,46.0,66619799.54,62601358.22,61723954.93,61257614.77
352860,2024,10092,Manduri - SP,78,11,841171.65,1047,13.083333333333334,,,11705807.59,11523693.39,11496698.17,10849535.78
352870,2024,4627,Marabá Paulista - SP,34,9,210729.64,353,5.636363636363637,,,8756091.09,8674925.71,8055775.46,7957626.81
352880,2024,12826,Maracaí - SP,93,20,786879.01,918,17.666666666666668,26.0,22.0,17698949.66,16120714.46,16290295.11,15884317.5
352885,2024,3392,Marapoama - SP,11,2,125024.05,92,4.0,,,8630882.31,8626194.52,8626162.26,8427579.54
352890,2024,3539,Mariápolis - SP,34,10,240335.14,407,4.0,,,6463398.15,5891807.74,5891807.74,5891807.74
352900,2024,246627,Marília - SP,2758,535,22336131.36,32442,1111.25,1039.0833333333333,712.3333333333334,184387611.6,183829075.77,178373392.14,150572150.63
352910,2024,1870,Marinópolis - SP,17,3,179903.63,161,3.0,,,4494829.35,4379157.92,4379157.92,4379157.92
352920,2024,25299,Martinópolis - SP,145,15,1197957.13,1812,45.416666666666664,42.083333333333336,37.5,25137766.24,23267729.55,23009904.54,22750563.73
352930,2024,80998,Matão - SP,669,180,5666264.06,7099,281.3333333333333,194.0,122.0,71460113.34,69666264.06,66730291.59,63080371.73
352940,2024,429380,Mauá - SP,2525,396,18932271.16,33263,376.5,617.5,312.0,261389925.17,233127911.77,232447043.49,230380205.89
352950,2024,6369,Mendonça - SP,81,22,793679.42,673,8.0,,,10648000.0,9917851.61,9917851.61,9805048.09
352960,2024,4697,Meridiano - SP,50,6,456592.01,500,7.0,,,8868150.0,8509102.39,8446197.18,7962059.93
352965,2024,1988,Mesópolis - SP,26,4,196632.72,275,3.0,,,5011275.84,4358095.24,4845900.97,4565793.25
352970,2024,19655,Miguelópolis - SP,151,29,1061226.98,1207,62.333333333333336,72.0,51.0,29144485.52,28125216.31,27747560.84,25080631.03
352980,2024,11349,Mineiros do Tietê - SP,80,20,642148.26,927,13.25,11.0,11.0,14770749.5,14191348.09,13459475.97,13435113.7
352990,2024,18679,Miracatu - SP,142,32,887146.7,1484,19.166666666666668,,,18655683.53,17686595.17,17427314.1,17200269.3
353000,2024,3199,Mira Estrela - SP,41,5,351127.9,331,5.0,,,7160390.0,6380698.62,6358698.62,6348451.53
353010,2024,28737,Mirandópolis - SP,258,81,1496517.54,2610,71.0,100.0,100.0,28949962.0,28412466.23,28412466.23,24987892.22
353020,2024,16069,Mirante do Paranapanema - SP,110,14,878928.42,1626,25.916666666666668,23.0,23.0,32045995.79,27329643.53,25850237.06,25366387.57
353030,2024,65485,Mirassol - SP,773,218,7900007.58,6688,162.0,79.0,28.0,67319408.9,57347447.11,51713118.02,49679623.17
353040,2024,4771,Mirassolândia - SP,59,20,493147.76,479,2.0,,,7722358.41,7110315.86,7109975.86,6745935.11
353050,2024,69324,Mococa - SP,770,218,4243472.12,5685,272.25,157.0,96.0,53883967.23,53066883.98,52770690.89,45063811.43
353060,2024,468120,Mogi das Cruzes - SP,2652,513,18972317.13,28386,478.4166666666667,1062.0833333333333,715.0833333333334,322798060.89,315356506.45,301914000.38,291602537.78
353070,2024,159735,Mogi Guaçu - SP,1105,210,9267400.55,14277,436.5833333333333,395.6666666666667,194.0,104205502.06,160035584.57,153347486.69,145023403.61
353080,2024,95534,Mogi Mirim - SP,668,177,5386958.81,7970,296.0,207.83333333333334,133.0,108126418.32,104539594.52,100134269.41,96246344.61
353090,2024,3815,Mombuca - SP,41,6,295365.99,407,4.0,,,6588300.0,6508170.8,6370528.9,5892338.65
353100,2024,1954,Monções - SP,13,1,99276.39,93,7.0,,,6152680.93,5340591.7,5888536.81,5987529.52
353110,2024,64519,Mongaguá - SP,541,119,3328290.36,6861,43.833333333333336,36.0,36.0,75861406.83,72629237.74,66054477.35,65475355.03
353120,2024,8873,Monte Alegre do Sul - SP,63,14,582072.32,686,19.166666666666668,,,7921262.03,7890346.47,7826557.96,7427111.25
353130,2024,48725,Monte Alto - SP,729,151,4981780.5,7673,249.83333333333334,124.0,66.0,47575319.99,49605042.98,44056071.45,43801133.91
353140,2024,22650,Monte Aprazível - SP,245,66,2550057.69,2031,56.666666666666664,80.0,30.0,27313716.73,26558087.48,25238723.19,24669545.1
353150,2024,18363,Monte Azul Paulista - SP,136,29,1111738.77,1270,57.916666666666664,70.0,51.0,25503476.12,22543413.6,22541127.6,20976691.5
353160,2024,4301,Monte Castelo - SP,49,14,321469.48,540,6.0,,,7142593.19,6760990.62,6752608.58,6762607.83
353170,2024,4205,Monteiro Lobato - SP,28,6,254321.42,284,8.727272727272727,,,5712929.28,5200815.51,5043363.3,4989962.23
353180,2024,67296,Monte Mor - SP,257,27,2817035.95,3600,72.33333333333333,35.0,26.0,58299446.89,57877305.19,57836929.05,55049484.43
353190,2024,28561,Morro Agudo - SP,299,94,1747531.55,2474,92.75,61.0,47.0,49677614.23,49676820.01,49450663.14,46004995.32
353200,2024,14081,Morungaba - SP,63,14,449127.9,631,24.666666666666668,12.583333333333334,12.0,22545859.89,11022052.59,9291942.99,8979760.86
353205,2024,4079,Motuca - SP,33,8,223539.15,278,6.0,,,9237279.2,8041225.02,7661588.84,7442926.41
353210,2024,3763,Murutinga do Sul - SP,32,9,210232.40000000002,233,6.0,,,5858638.0,5830874.78,5829674.78,5781523.3
353215,2024,2699,Nantes - SP,18,7,111346.62,141,6.0,,,7237746.0,9950041.02,9812252.04,9676704.81
353220,2024,5908,Narandiba - SP,24,0,168288.77000000002,301,6.0,,,8750580.0,7808376.86,7765895.66,7417585.17
353230,2024,7134,Natividade da Serra - SP,39,11,487176.77,572,6.0,,,7941655.09,7229782.93,7227283.74,7096831.43
353240,2024,18620,Nazaré Paulista - SP,135,12,1116859.81,1340,10.0,22.0,22.0,25309960.02,23848654.55,22640120.98,21616120.37
353250,2024,9921,Neves Paulista - SP,128,43,1332515.28,1168,14.583333333333334,21.0,10.0,11920000.0,10121695.25,10121695.25,9851948.56
353260,2024,9944,Nhandeara - SP,76,6,574895.55,615,45.5,129.0,35.0,13035508.0,12853066.53,12802993.0,11104899.58
353270,2024,4860,Nipoã - SP,63,13,641458.15,582,4.5,,,7136734.59,6270231.0,6208379.08,6131124.65
353280,2024,6858,Nova Aliança - SP,110,28,1084441.81,1089,5.0,,,8495000.0,7800210.34,7780332.04,7535079.88
353282,2024,8631,Nova Campina - SP,44,9,316169.0,464,10.0,,,10557121.4,10000304.56,9843969.13,9512918.12
353284,2024,2058,Nova Canaã Paulista - SP,46,9,336526.76,349,3.0,,,5039841.44,4350966.36,4350186.56,4296663.21
353286,2024,1074,Nova Castilho - SP,5,0,27156.65,24,3.25,,,5153010.0,4387379.55,4380569.55,4366301.39
353290,2024,9459,Nova Europa - SP,58,8,482626.93,546,24.666666666666668,16.5,12.25,15758009.84,14981782.87,14352613.74,14253080.68
353300,2024,19725,Nova Granada - SP,321,92,3295599.47,2735,37.166666666666664,62.0,21.0,21578773.39,21201008.67,21197561.67,18593501.78
353310,2024,2188,Nova Guataporanga - SP,23,8,133458.7,180,5.6,,,3409597.4,3790415.17,3790415.17,3749568.65
353320,2024,4795,Nova Independência - SP,36,11,235003.9,387,8.363636363636363,,,11953290.0,9473371.66,9383870.56,8901859.58
353325,2024,4469,Novais - SP,39,7,378904.9,432,4.090909090909091,,,6818700.0,5798819.52,5741140.22,5522748.89
353330,2024,2838,Nova Luzitânia - SP,14,4,104118.73999999999,67,5.0,,,5628999.93,4824879.75,4821891.89,4780010.11
353340,2024,64228,Nova Odessa - SP,222,35,2081557.87,2731,90.75,37.916666666666664,35.0,100645542.64,100599670.99,99279754.5,92317415.06
353350,2024,39435,Novo Horizonte - SP,361,73,2526065.28,2948,130.83333333333334,83.0,49.0,51912059.82,49693485.9,48782619.91,46032079.96
353360,2024,7550,Nuporanga - SP,37,9,291770.14,456,23.083333333333332,,,12537687.45,12272889.55,11736063.76,11550912.42
353370,2024,4412,Ocauçu - SP,40,7,524790.22,631,4.0,,,7585443.73,6966579.08,6655532.79,6380213.4
353380,2024,2540,Óleo - SP,32,11,252529.9,245,4.166666666666667,,,4882000.0,4266981.71,4266981.71,4266981.71
353390,2024,56701,Olímpia - SP,645,155,4422466.18,5618,193.83333333333334,86.0,52.0,55421526.0,54986918.91,53057196.35,53057196.35
353400,2024,4912,Onda Verde - SP,97,25,914678.09,844,7.0,,,9408500.0,8210799.67,8210799.67,7912109.95
353410,2024,6180,Oriente - SP,50,13,361130.93,457,13.0,,,7849000.0,7570550.16,7568301.91,7518224.85
353420,2024,6145,Orindiúva - SP,72,18,611452.78,562,17.0,,,11417850.0,10026138.86,10026138.86,10016046.63
353430,2024,39193,Orlândia - SP,145,29,1610003.83,1448,228.33333333333334,98.0,60.0,47509195.11,44772402.34,43388200.37,43388200.37
353440,2024,756952,Osasco - SP,3892,641,31336111.79,52608,1212.8333333333333,1187.9166666666667,742.4166666666666,1014346448.19,869497575.69,834121340.87,816988313.25
353450,2024,2504,Oscar Bressane - SP,42,6,316197.08,432,4.0,,,5062825.33,5023748.19,4824544.89,4630826.8
353460,2024,32099,Osvaldo Cruz - SP,183,17,1868036.73,2050,108.33333333333333,88.75,61.416666666666664,23603290.55,23436738.81,23436738.81,23436738.81
353470,2024,106877,Ourinhos - SP,1450,422,10723788.14,14208,496.3333333333333,225.0,134.33333333333334,99096116.57,94244123.19,93990455.24,86594409.22
353475,2024,10596,Ouroeste - SP,116,22,1033389.31,897,35.0,33.0,28.0,27369914.71,23913487.51,23860081.98,20780356.94
353480,2024,7901,Ouro Verde - SP,110,28,766243.2,1146,10.0,,,6384713.4,7475832.84,7475832.84,6990566.96
353490,2024,15217,Pacaembu - SP,84,11,773480.66,826,34.333333333333336,,,13546006.72,12814370.28,12432303.63,11871346.07
353500,2024,11689,Palestina - SP,156,48,1476313.76,1279,24.0,,,22948100.0,20297418.31,19773908.78,18862075.28
353510,2024,9709,Palmares Paulista - SP,69,10,652254.12,900,21.166666666666668,,,12349312.92,8757916.24,8746699.79,8451980.28
353520,2024,8994,Palmeira d'Oeste - SP,121,15,1254578.26,1225,16.0,20.0,12.0,9637375.06,10202699.46,10202699.46,9799876.63
353530,2024,19767,Palmital - SP,141,24,1156555.77,1449,50.5,43.0,29.0,27589938.28,26891412.13,26537309.32,25661327.99
353540,2024,15214,Panorama - SP,133,30,724136.63,1268,19.416666666666668,,,17345964.57,16929603.7,16851355.21,16044865.3
353550,2024,42087,Paraguaçu Paulista - SP,617,174,4498783.16,6094,131.5,113.0,89.0,45106752.83,38923683.13,35188084.12,32981086.93
353560,2024,17950,Paraibuna - SP,111,34,887885.39,1267,20.583333333333332,,,20891994.23,19955196.5,19156694.92,18445659.54
353570,2024,6211,Paraíso - SP,41,7,456684.06,426,11.916666666666666,,,10675050.0,9875509.24,9839289.47,9742819.65
353580,2024,19799,Paranapanema - SP,127,18,1581682.9,1780,53.25,21.0,21.0,39300400.09,35773727.8,31983942.02,31352120.16
353590,2024,4111,Paranapuã - SP,38,4,297687.08999999997,406,2.0,,,6247157.2,6373966.38,6316615.72,6059100.92
353600,2024,10729,Parapuã - SP,88,10,608489.63,990,10.5,32.0,26.0,12626211.0,12496666.49,12482114.55,11580395.16
353610,2024,7382,Pardinho - SP,42,4,593273.06,543,4.0,,,9929500.0,9535708.51,9478024.09,9249802.71
353620,2024,19576,Pariquera-Açu - SP,161,28,1072815.21,1797,32.666666666666664,178.5,178.5,19524000.0,18803798.0,17868084.88,17596597.05
353625,2024,3001,Parisi - SP,36,7,353694.47,270,2.0,,,5401700.0,4785392.57,4785392.57,4418311.67
353630,2024,14837,Patrocínio Paulista - SP,64,8,745832.85,792,18.583333333333332,35.0,23.0,15365000.0,13272431.66,13020641.35,12393767.37
353640,2024,8200,Paulicéia - SP,70,22,473860.71,697,8.416666666666666,,,11473000.0,11294372.49,11288490.77,10394145.42
353650,2024,115690,Paulínia - SP,815,136,5151673.94,9262,240.08333333333334,110.0,106.0,493694855.57,490884926.55,450747587.72,444504583.67
353657,2024,2146,Paulistânia - SP,19,6,94061.1,150,2.3333333333333335,,,6325500.0,6249449.23,6249449.23,6249449.23
353660,2024,7430,Paulo de Faria - SP,117,34,1101828.3800000001,1085,10.0,24.0,18.0,13307128.0,12321025.94,12310507.55,12005108.57
353670,2024,46223,Pederneiras - SP,488,120,2849656.9,5360,102.33333333333333,73.0,64.0,60634793.04,57347408.66,55398999.94,55005781.27
353680,2024,6718,Pedra Bela - SP,47,7,365291.18,417,5.0,,,8121231.0,7802558.31,7654588.84,7298921.6
353690,2024,2848,Pedranópolis - SP,26,4,148838.03,201,6.0,,,6248073.6,5272245.19,5266286.74,4298229.31
353700,2024,15742,Pedregulho - SP,72,13,683559.6900000001,722,25.75,64.0,55.0,22799306.34,19950779.24,16341935.99,15866819.4
353710,2024,44332,Pedreira - SP,176,29,1804693.52,2299,83.5,92.33333333333333,85.66666666666667,48731490.0,41901597.18,41352551.61,40439707.42
353715,2024,2838,Pedrinhas Paulista - SP,35,4,207646.37,212,8.166666666666666,,,7211000.0,6932817.53,6767626.64,6597421.1
353720,2024,11539,Pedro de Toledo - SP,65,14,289272.01,575,14.0,3.0,3.0,10500011.94,10376819.22,10366079.22,9777530.89
353730,2024,63317,Penápolis - SP,678,170,3470334.37,5489,240.33333333333334,150.0,132.0,71424506.81,57730541.55,56724051.91,55855452.05
353740,2024,24389,Pereira Barreto - SP,132,25,892307.93,1099,85.75,56.0,50.0,37113100.0,32773342.01,32550486.91,31233609.74
353750,2024,8969,Pereiras - SP,52,9,611135.01,643,13.0,,,9826777.0,9621102.31,9593952.55,9249206.09
353760,2024,70543,Peruíbe - SP,659,139,4088386.92,8069,96.33333333333333,21.0,18.0,90074478.98,88835876.09,88116048.58,74391594.07
353770,2024,5623,Piacatu - SP,29,8,306025.69,332,10.1,,,7489126.65,7094016.15,7094016.15,6964725.74
353780,2024,54237,Piedade - SP,204,23,1910464.6199999999,2840,78.16666666666667,79.0,59.0,45952537.08,44689805.62,42961178.01,42925201.2
353790,2024,28417,Pilar do Sul - SP,105,17,995343.26,1263,35.0,35.0,27.0,29751378.85,27371328.63,27193114.88,27193114.88
353800,2024,172027,Pindamonhangaba - SP,1184,271,10813629.59,18077,489.5,319.0,163.0,194996978.0,191117788.63,186668355.46,179059398.56
353810,2024,14721,Pindorama - SP,68,14,619231.28,624,22.5,,,24655873.72,17606786.89,16365832.68,15963005.0
353820,2024,15605,Pinhalzinho - SP,136,15,1147376.75,1207,23.916666666666668,,,16500408.35,15680112.1,13936689.52,13743996.9
353830,2024,3296,Piquerobi - SP,36,12,396079.49,416,3.0,,,6926220.32,6910140.48,6802347.37,3333532.29
353850,2024,12570,Piquete - SP,176,35,1113851.5,1980,15.75,,,12143242.51,12012134.59,11759135.95,11256508.5
353860,2024,26764,Piracaia - SP,167,11,1590071.64,1783,35.25,53.666666666666664,28.0,23648822.71,23418830.37,23097559.79,22103009.66
353870,2024,438827,Piracicaba - SP,2852,524,24952968.3,30517,1337.3333333333333,922.1666666666666,482.9166666666667,399956600.0,388845823.5,378167296.21,375288105.39
353880,2024,30261,Piraju - SP,137,9,1565898.18,1713,93.66666666666667,68.0,49.0,30591040.8,30359573.51,29495480.68,27139976.5
353890,2024,22743,Pirajuí - SP,145,26,1045609.28,1848,70.25,290.0,85.0,20049915.0,18848189.64,18261479.42,18051187.85
353900,2024,11076,Pirangi - SP,76,14,715804.94,922,25.75,47.0,22.0,14258103.84,13808009.51,13208946.91,12593879.3
353910,2024,18836,Pirapora do Bom Jesus - SP,96,13,865890.64,1429,14.583333333333334,,,15430944.39,14984287.52,14278554.6,14235682.21
353920,2024,26065,Pirapozinho - SP,148,26,1422783.08,1787,39.5,,,24707000.0,20856955.21,20804366.54,20116323.72
353930,2024,75475,Pirassununga - SP,486,116,3251329.94,4976,330.8333333333333,194.0,72.0,81942390.9,59848368.47,59548883.79,57397529.8
